customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,MonthlyRevenue,RevenuePerTenureMonth,ChurnProbability,RiskLevel,RevenueAtRisk
4581-LNWUM,Female,No,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,0,13-24 Months,49.15,49.95384615384615,0.38198229698438485,Medium,18.774429896782515
4869-EPIUS,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5,0,49-72 Months,80.9,81.38392857142857,0.22965654439885186,Low,18.579214441867116
9948-YPTDG,Male,No,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,3013.05,1,25-48 Months,79.45,79.29078947368421,0.3813118008147194,Medium,30.295222574729458
1236-WFCDV,Male,Yes,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,1,13-24 Months,90.45,90.43571428571428,0.4807509855946231,Medium,43.48392664703366
1915-OAKWD,Female,No,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,360.35,0,13-24 Months,19.3,22.521875,0.07507951668863809,Low,1.4490346720907152
7296-PIXQY,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,0,13-24 Months,70.2,74.75,0.5631961257150201,Medium,39.53636802519441
4883-QICIH,Male,No,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,1,25-48 Months,69.75,73.371875,0.4167829351440619,Medium,29.07060972629832
3354-OADJP,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,0,7-12 Months,54.25,55.96875,0.09096732602553291,Low,4.93497743688516
3524-WQDSG,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,0,25-48 Months,99.3,97.90581395348836,0.4354532905458656,Medium,43.24051175120446
0810-DHDBD,Female,No,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.65,0,49-72 Months,74.0,74.57019230769231,0.026168169061878188,Low,1.936444510578986
4026-SKKHW,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,0,0-6 Months,50.25,50.76666666666667,0.3820442272272572,Medium,19.197722418169676
2829-HYVZP,Male,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,572.2,0,25-48 Months,19.8,19.731034482758623,0.04269019307747731,Low,0.8452658229340507
8329-IBCTI,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,1,0-6 Months,19.65,19.65,0.18298020284695984,Low,3.5955609859427606
1271-SJBGZ,Male,Yes,No,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,1,7-12 Months,43.65,43.9125,0.3835717093111928,Medium,16.742905111433565
3845-JHAMY,Female,No,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,0,13-24 Months,35.5,34.54375,0.31373692181855817,Medium,11.137660724558815
7013-PSXHK,Female,No,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,0,25-48 Months,80.75,80.21625,0.10435138179841219,Low,8.426374080221784
5669-SRAIP,Female,No,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,1,0-6 Months,39.5,42.15,0.44418466658364125,Medium,17.545294330053828
5981-ITEMU,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,1,25-48 Months,97.1,92.67375,0.4368465503273321,Medium,42.417800036783945
3486-NPGST,Female,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,620.75,0,25-48 Months,19.55,17.243055555555557,0.01999079543094569,Low,0.39082005067498826
6941-PMGEP,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,1,0-6 Months,80.0,82.5,0.7341464811859192,High,58.73171849487353
1624-WOIWJ,Female,No,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,832.05,1,7-12 Months,84.7,83.205,0.4984168086322743,Medium,42.215903691153635
2074-GKOWZ,Male,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,1,0-6 Months,89.55,92.775,0.6725140882166127,High,60.22363659979767
0376-YMCJC,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,1,13-24 Months,90.6,84.48695652173913,0.5333472959344925,Medium,48.32126501166501
6100-FJZDG,Male,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,0,25-48 Months,20.05,19.457692307692305,0.047608605472892876,Low,0.9545525397315022
4829-ZLJTK,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,8046.85,0,49-72 Months,112.4,111.76180555555555,0.11196237727806697,Low,12.58457120605473
1730-VFMWO,Female,No,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,0,25-48 Months,50.2,53.39117647058824,0.1092388585562714,Low,5.483790699524825
7143-BQIBA,Male,No,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,0,7-12 Months,62.25,61.295,0.1662320566078359,Low,10.347945523837785
3800-LYTRK,Female,No,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,0,13-24 Months,55.7,56.79642857142857,0.07675193604277242,Low,4.275082837582424
0634-SZPQA,Female,No,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,1,13-24 Months,90.05,94.33913043478262,0.42157718151097623,Medium,37.96302519506341
9646-NMHXE,Male,No,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,973.1,0,25-48 Months,19.65,20.70425531914894,0.006519788202692829,Low,0.12811383818291408
7030-NJVDP,Male,No,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,0,13-24 Months,89.25,92.09166666666664,0.4153515709386866,Medium,37.07012770627777
5536-RTPWK,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,1,49-72 Months,99.05,99.0561224489796,0.4026495866740181,Medium,39.882441560061494
8883-GRDWQ,Male,Yes,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9,0,13-24 Months,54.0,52.795,0.06077716564832416,Low,3.2819669450095046
6166-ILMNY,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,1,0-6 Months,69.75,72.275,0.5495375102292523,Medium,38.33024133849035
3097-NNSPB,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,1,0-6 Months,49.05,45.55,0.4712514933568031,Medium,23.114885749151192
7771-ZONAT,Male,No,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,0,13-24 Months,56.75,59.31136363636363,0.04986816356592366,Low,2.8300182823661677
0655-RBDUG,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,1,7-12 Months,98.05,101.85714285714286,0.6551999431438582,High,64.2423544252553
2111-DWYHN,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,0,0-6 Months,21.1,21.1,0.18397323513322267,Low,3.8818352613109988
4194-WHFCB,Female,No,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,0,49-72 Months,96.65,94.58983050847458,0.24262053277137305,Low,23.449274492353208
4121-AGSIN,Female,No,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,0,49-72 Months,24.5,25.82586206896552,0.011684669640146046,Low,0.28627440618357813
4361-BKAXE,Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,1,25-48 Months,114.5,110.42560975609756,0.2884916517168648,Low,33.03229412158102
9845-PEEKO,Female,Yes,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,0,49-72 Months,79.2,77.80254237288136,0.0758287019652851,Low,6.00563319565058
0455-XFASS,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,0,0-6 Months,69.55,66.73333333333333,0.7342344534269443,High,51.06600623584397
0301-KOBTQ,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,0,25-48 Months,20.05,19.2015625,0.019164288252635706,Low,0.3842439794653459
1751-NCDLI,Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,0,25-48 Months,98.85,99.23695652173912,0.5280054789956296,Medium,52.19334159871798
4367-NUYAO,Male,No,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,0.0,0,0-6 Months,25.75,0.0,0.05791200925844391,Low,1.4912342384049309
9878-TNQGW,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,1,0-6 Months,80.95,85.575,0.7520781236281185,High,60.880724107696196
9170-ARBTB,Female,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,1012.4,0,49-72 Months,19.6,19.46923076923077,0.008978163615906077,Low,0.17597200687175912
4441-NIHPT,Female,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,1,13-24 Months,74.3,72.33461538461539,0.6722839826470437,High,49.95069991067535
8999-BOHSE,Female,Yes,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,1,7-12 Months,89.7,95.24545454545456,0.5164493640936869,Medium,46.32550795920372
7241-AJHFS,Male,No,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,0,25-48 Months,87.65,86.45,0.1871307839816763,Low,16.40201321599393
7029-RPUAV,Male,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,1,13-24 Months,100.45,95.43823529411765,0.5824906429572326,Medium,58.51118508505402
4546-FOKWR,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,0,13-24 Months,74.75,70.584375,0.5336658307936948,Medium,39.89152085182869
9036-CSKBW,Female,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,0,49-72 Months,107.45,111.39019607843136,0.13483312539798487,Low,14.487819324013474
5832-TRLPB,Male,No,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,0,25-48 Months,75.35,77.37586206896552,0.13090912969401017,Low,9.864002922443666
8590-YFFQO,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,0,49-72 Months,64.95,64.61785714285715,0.0062005648015781055,Low,0.402726683862498
8659-IOOPU,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7,0,49-72 Months,100.45,100.84084507042252,0.04074684779885285,Low,4.093020861394769
1338-CECEE,Male,No,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,0,25-48 Months,68.5,69.2670731707317,0.08318823680185158,Low,5.698394220926834
7439-DKZTW,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,0,0-6 Months,80.55,80.55,0.7567742154592006,High,60.95816305523861
4646-QZXTF,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,0,7-12 Months,81.25,82.87142857142858,0.2007442702707502,Low,16.310471959498454
4607-CHPCA,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,1,25-48 Months,90.4,87.14399999999999,0.44824515094920353,Medium,40.521361645808
9742-XOKTS,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,0,49-72 Months,89.55,90.12761194029852,0.06528406384033357,Low,5.846187916901871
6921-OZMFH,Male,No,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,0,0-6 Months,55.7,51.88,0.36985646406429823,Medium,20.601005048381413
9578-FOMUK,Male,No,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,0,13-24 Months,24.8,21.61,0.21414309396640244,Low,5.310748730366781
4712-UYOOI,Female,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,417.65,0,13-24 Months,20.0,20.8825,0.12100084708386517,Low,2.4200169416773036
8824-RWFXJ,Male,No,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,1,0-6 Months,56.15,56.05,0.4902004667353146,Medium,27.524756207187913
7722-CVFXN,Male,No,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,0,49-72 Months,105.2,104.40462962962964,0.24913934623774386,Low,26.209459224210654
8717-VCTXJ,Male,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,0,25-48 Months,19.55,19.985714285714284,0.023583150673922,Low,0.4610505956751751
7363-QTBIW,Female,No,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,0,7-12 Months,79.75,85.45555555555556,0.711931589442362,High,56.77654425802837
4159-NAAIX,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253.0,0,49-72 Months,97.45,99.25396825396824,0.0735537726189601,Low,7.167815141717662
0971-QIFJK,Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,0,49-72 Months,24.25,23.79420289855073,0.0024542369975076492,Low,0.05951524718956049
9397-TZSHA,Female,No,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,0,49-72 Months,24.6,24.319565217391304,0.0023635227399080886,Low,0.05814265940173898
3391-JSQEW,Male,No,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,0,25-48 Months,50.15,51.4625,0.18480434796457618,Low,9.267938050423496
0343-QLUZP,Male,No,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,0,49-72 Months,39.6,40.40833333333333,0.008207995937278785,Low,0.3250366391162399
9763-PDTKK,Female,No,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,1,0-6 Months,94.4,96.8,0.4469922147358783,Medium,42.19606507106691
2176-LVPNX,Female,Yes,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,6293.45,0,49-72 Months,89.85,88.64014084507042,0.011650705739838344,Low,1.0468159107244752
7627-JKIAZ,Female,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,1,25-48 Months,78.95,76.7472972972973,0.38451720203498596,Medium,30.35763310066214
3312-UUMZW,Male,No,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,0,25-48 Months,98.85,98.309375,0.4918068180770789,Medium,48.61510396691924
1271-UODNO,Male,No,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,0,25-48 Months,53.85,56.42820512820512,0.03807698816002701,Low,2.0504458124174545
8461-EFQYM,Female,No,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.25,914.4,0,25-48 Months,24.25,24.063157894736843,0.04454811607511389,Low,1.080291814821512
6900-RBKER,Male,No,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,0,49-72 Months,89.45,88.03365384615384,0.11013544461466433,Low,9.851615520781724
6891-JPYFF,Female,No,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,0,25-48 Months,105.25,104.11458333333331,0.30651141368742624,Medium,32.26032629060161
1459-QNFQT,Male,No,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,0,49-72 Months,59.5,59.21142857142858,0.005715604807285492,Low,0.3400784860334868
1047-NNCBF,Male,No,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,0,13-24 Months,70.55,74.6775,0.397697277831831,Medium,28.057542951035675
3696-XRIEN,Female,No,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,0,49-72 Months,82.5,83.58200000000001,0.04908064409107543,Low,4.0491531375137235
4081-DYXAV,Female,No,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,1,13-24 Months,44.85,47.02894736842105,0.17978426327539893,Low,8.063324207901642
0074-HDKDG,Male,No,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,0,25-48 Months,61.6,64.44,0.11897843086839649,Low,7.329071341493224
8791-GFXLZ,Male,No,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,0,7-12 Months,49.05,49.42083333333333,0.38897184833415993,Medium,19.079069160790542
8111-SLLHI,Male,Yes,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,1,25-48 Months,105.65,109.86666666666667,0.6063381412119352,High,64.05962461904096
0927-LCSMG,Male,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,1,7-12 Months,74.65,77.79285714285713,0.5240184934775364,Medium,39.117980538098095
9330-DHBFL,Female,No,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,0,13-24 Months,66.25,66.68695652173913,0.09250645108492742,Low,6.128552384376441
0098-BOWSO,Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,529.8,0,25-48 Months,19.4,19.62222222222222,0.1301047645511783,Low,2.524032432292859
3452-ABWRL,Male,Yes,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,0,25-48 Months,86.05,82.2468085106383,0.3370819031517014,Medium,29.005897766203905
5859-HZYLF,Male,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,0,25-48 Months,19.15,19.83653846153846,0.024144210108528307,Low,0.46236162357831706
